Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
cycE_CDK2_T=0-Ipatasertib=0	1.0	1.0	0.4012	0.7006	1.0	0.9999	0.0	0.0	0.2499875
Palbociclib=0-ER_transcription_2=0	1.0	1.0	0.6581	0.82905	1.0	0.0	0.0	0.0	0.125
Palbociclib=0-ER_transcription=0	1.0	1.0	0.6719	0.83595	0.0	0.0	0.0	0.0	0.0
Palbociclib=0-Proliferation_3=0	1.0	1.0	0.4089	0.70445	1.0	0.9994	0.0	0.0	0.249925
Palbociclib=0-Proliferation_4=0	1.0	1.0	0.4048	0.7024	1.0	0.9993	2.0E-4	0.0	0.2499625
Palbociclib=0-Proliferation_2=0	1.0	1.0	0.3982	0.6991	1.0	0.0	2.0E-4	0.0	0.125075
Palbociclib=0-Proliferation=0	1.0	1.0	0.4019	0.70095	0.0	0.9997	0.0	0.0	0.249925
Palbociclib=0-cycD_CDK46_2=0	1.0	1.0	0.4046	0.7023	1.0	0.0	0.0	0.0	0.125
Palbociclib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9998	0.0	0.0	0.249975
Palbociclib=0-Apoptosis_2=0	1.0	0.0	0.3963	0.547225	1.0	0.9996	0.0	0.0	0.24995
Palbociclib=0-Ipatasertib=0	1.0	1.0	0.4012	0.7006	1.0	0.9996	0.0	0.0	0.24995
Palbociclib=0-cycE_CDK2_T=0	1.0	1.0	0.3981	0.69905	1.0	0.9997	0.0	0.0	0.2499625
Translation=0-ER_transcription_2=0	1.0	1.0	0.6752	0.8376	1.0	0.0	0.0	0.0	0.125
Translation=0-ER_transcription=0	1.0	1.0	0.6653	0.83265	0.0	0.0	0.0	0.0	0.0
Translation=0-Proliferation_3=0	1.0	1.0	0.4886	0.7443	1.0	0.9993	0.0	0.0	0.2499125
Translation=0-Proliferation_4=0	1.0	1.0	0.4799	0.73995	1.0	0.9996	0.0	0.0	0.24995
Translation=0-Proliferation_2=0	1.0	1.0	0.4869	0.74345	1.0	0.0	0.0	0.0	0.125
Translation=0-Proliferation=0	1.0	1.0	0.4808	0.7404	0.0	0.9995	0.0	0.0	0.249875
Translation=0-cycD_CDK46_2=0	1.0	1.0	0.4902	0.7451	1.0	0.0	0.0	0.0	0.125
Translation=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9997	0.0	0.0	0.2499625
Translation=0-Apoptosis_2=0	1.0	0.0	0.4904	0.6178	1.0	0.9998	0.0	0.0	0.249975
Translation=0-Ipatasertib=0	1.0	1.0	0.489	0.7445	1.0	0.9992	1.0E-4	0.0	0.249925
Translation=0-cycE_CDK2_T=0	1.0	1.0	0.4746	0.7373	1.0	0.9996	0.0	0.0	0.24995
Translation=0-Palbociclib=0	1.0	1.0	0.4782	0.7391	1.0	0.9997	0.0	0.0	0.2499625
Fulvestrant=0-ER_transcription_2=0	1.0	1.0	0.6658	0.8329	1.0	0.0	0.0	0.0	0.125
Fulvestrant=0-ER_transcription=0	1.0	1.0	0.6686	0.8343	0.0	0.0	0.0	0.0	0.0
Fulvestrant=0-Proliferation_3=0	1.0	1.0	0.4084	0.7042	1.0	0.9998	0.0	0.0	0.249975
Fulvestrant=0-Proliferation_4=0	1.0	1.0	0.4015	0.70075	1.0	0.9998	1.0E-4	0.0	0.25
Fulvestrant=0-Proliferation_2=0	1.0	1.0	0.4012	0.7006	1.0	0.0	1.0E-4	0.0	0.1250375
Fulvestrant=0-Proliferation=0	1.0	1.0	0.4036	0.7018	0.0	0.9996	1.0E-4	0.0	0.249925
Fulvestrant=0-cycD_CDK46_2=0	1.0	1.0	0.4071	0.70355	1.0	0.0	0.0	0.0	0.125
Fulvestrant=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9998	4.0E-4	0.0	0.250075
Fulvestrant=0-Apoptosis_2=0	1.0	0.0	0.402	0.5515	1.0	0.9997	2.0E-4	0.0	0.2500125
Fulvestrant=0-Ipatasertib=0	1.0	1.0	0.4038	0.7019	1.0	0.9997	0.0	0.0	0.2499625
Fulvestrant=0-cycE_CDK2_T=0	1.0	1.0	0.3956	0.6978	1.0	0.9999	0.0	0.0	0.2499875
Fulvestrant=0-Palbociclib=0	1.0	1.0	0.3933	0.69665	1.0	0.9996	1.0E-4	0.0	0.249975
Fulvestrant=0-Translation=0	1.0	1.0	0.4825	0.74125	1.0	0.9994	0.0	0.0	0.249925
cycD_CDK46=0-ER_transcription_2=0	1.0	1.0	0.663	0.8315	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-ER_transcription=0	1.0	1.0	0.6614	0.8307	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_3=0	1.0	1.0	0.3902	0.6951	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_4=0	1.0	1.0	0.4008	0.7004	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation_2=0	1.0	1.0	0.4089	0.70445	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Proliferation=0	1.0	1.0	0.4087	0.70435	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-cycD_CDK46_2=0	1.0	1.0	0.4028	0.7014	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Apoptosis_2=0	1.0	0.0	0.397	0.54775	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Ipatasertib=0	1.0	1.0	0.3977	0.69885	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-cycE_CDK2_T=0	1.0	1.0	0.3985	0.69925	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Palbociclib=0	1.0	1.0	0.4014	0.7007	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Translation=0	1.0	1.0	0.4819	0.74095	0.0	0.0	0.0	0.0	0.0
cycD_CDK46=0-Fulvestrant=0	1.0	1.0	0.3991	0.69955	0.0	0.0	0.0	0.0	0.0
Trametinib=0-ER_transcription_2=0	1.0	1.0	0.6681	0.83405	1.0	0.0	0.0	0.0	0.125
Trametinib=0-ER_transcription=0	1.0	1.0	0.6664	0.8332	0.0	0.0	0.0	0.0	0.0
Trametinib=0-Proliferation_3=0	1.0	1.0	0.404	0.702	1.0	0.9995	0.0	0.0	0.2499375
Trametinib=0-Proliferation_4=0	1.0	1.0	0.4006	0.7003	1.0	0.9997	1.0E-4	0.0	0.2499875
Trametinib=0-Proliferation_2=0	1.0	1.0	0.4016	0.7008	1.0	0.0	1.0E-4	0.0	0.1250375
Trametinib=0-Proliferation=0	1.0	1.0	0.3958	0.6979	0.0	0.9997	1.0E-4	0.0	0.24995
Trametinib=0-cycD_CDK46_2=0	1.0	1.0	0.4071	0.70355	1.0	0.0	0.0	0.0	0.125
Trametinib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9996	1.0E-4	0.0	0.249975
Trametinib=0-Apoptosis_2=0	1.0	0.0	0.3996	0.5497	1.0	0.9996	1.0E-4	0.0	0.249975
Trametinib=0-Ipatasertib=0	1.0	1.0	0.4136	0.7068	1.0	0.9997	1.0E-4	0.0	0.2499875
Trametinib=0-cycE_CDK2_T=0	1.0	1.0	0.408	0.704	1.0	0.9996	0.0	0.0	0.24995
Trametinib=0-Palbociclib=0	1.0	1.0	0.4095	0.70475	1.0	0.9998	1.0E-4	0.0	0.25
Trametinib=0-Translation=0	1.0	1.0	0.4777	0.73885	1.0	0.9998	0.0	0.0	0.249975
Trametinib=0-Fulvestrant=0	1.0	1.0	0.3996	0.6998	1.0	0.9997	1.0E-4	0.0	0.2499875
Trametinib=0-cycD_CDK46=0	1.0	1.0	0.4033	0.70165	0.0	0.0	0.0	0.0	0.0
Everolimus=0-ER_transcription_2=0	1.0	1.0	0.6677	0.83385	1.0	0.0	0.0	0.0	0.125
Everolimus=0-ER_transcription=0	1.0	1.0	0.6711	0.83555	0.0	0.0	0.0	0.0	0.0
Everolimus=0-Proliferation_3=0	1.0	1.0	0.397	0.6985	1.0	0.9993	0.0	0.0	0.2499125
Everolimus=0-Proliferation_4=0	1.0	1.0	0.4046	0.7023	1.0	0.9992	1.0E-4	0.0	0.249925
Everolimus=0-Proliferation_2=0	1.0	1.0	0.3985	0.69925	1.0	0.0	0.0	0.0	0.125
Everolimus=0-Proliferation=0	1.0	1.0	0.4096	0.7048	0.0	0.9998	0.0	0.0	0.24995
Everolimus=0-cycD_CDK46_2=0	1.0	1.0	0.4044	0.7022	1.0	0.0	0.0	0.0	0.125
Everolimus=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9997	1.0E-4	0.0	0.2499875
Everolimus=0-Apoptosis_2=0	1.0	0.0	0.402	0.5515	1.0	0.9996	0.0	0.0	0.24995
Everolimus=0-Ipatasertib=0	1.0	1.0	0.3959	0.69795	1.0	0.9998	0.0	0.0	0.249975
Everolimus=0-cycE_CDK2_T=0	1.0	1.0	0.4001	0.70005	1.0	0.9999	0.0	0.0	0.2499875
Everolimus=0-Palbociclib=0	1.0	1.0	0.3995	0.69975	1.0	0.9994	0.0	0.0	0.249925
Everolimus=0-Translation=0	1.0	1.0	0.4837	0.74185	1.0	0.9997	1.0E-4	0.0	0.2499875
Everolimus=0-Fulvestrant=0	1.0	1.0	0.4067	0.70335	1.0	0.9999	0.0	0.0	0.2499875
Everolimus=0-cycD_CDK46=0	1.0	1.0	0.4055	0.70275	0.0	0.0	0.0	0.0	0.0
Everolimus=0-Trametinib=0	1.0	1.0	0.4051	0.70255	1.0	0.9995	1.0E-4	0.0	0.2499625
Apoptosis=0-ER_transcription_2=0	0.0	1.0	0.6697	0.83485	1.0	0.0	0.0	0.0	0.125
Apoptosis=0-ER_transcription=0	0.0	1.0	0.6647	0.83235	0.0	0.0	0.0	0.0	0.0
Apoptosis=0-Proliferation_3=0	0.0	1.0	0.4073	0.70365	1.0	0.9995	0.0	0.0	0.2499375
Apoptosis=0-Proliferation_4=0	0.0	1.0	0.3999	0.69995	1.0	0.9995	0.0	0.0	0.2499375
Apoptosis=0-Proliferation_2=0	0.0	1.0	0.4006	0.7003	1.0	0.0	0.0	0.0	0.125
Apoptosis=0-Proliferation=0	0.0	1.0	0.4023	0.70115	0.0	0.9993	0.0	0.0	0.249825
Apoptosis=0-cycD_CDK46_2=0	0.0	1.0	0.4046	0.7023	1.0	0.0	0.0	0.0	0.125
Apoptosis=0-Apoptosis_3=0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
Apoptosis=0-Apoptosis_2=0	0.0	0.0	0.4025	0.4025	1.0	0.9995	0.0	0.0	0.2499375
Apoptosis=0-Ipatasertib=0	0.0	1.0	0.4096	0.7048	1.0	0.9998	0.0	0.0	0.249975
Apoptosis=0-cycE_CDK2_T=0	0.0	1.0	0.403	0.7015	1.0	0.9997	0.0	0.0	0.2499625
Apoptosis=0-Palbociclib=0	0.0	1.0	0.3917	0.69585	1.0	0.9995	0.0	0.0	0.2499375
Apoptosis=0-Translation=0	0.0	1.0	0.4744	0.7372	1.0	0.9993	0.0	0.0	0.2499125
Apoptosis=0-Fulvestrant=0	0.0	1.0	0.3957	0.69785	1.0	0.9999	0.0	0.0	0.2499875
Apoptosis=0-cycD_CDK46=0	0.0	1.0	0.4001	0.70005	0.0	0.0	0.0	0.0	0.0
Apoptosis=0-Trametinib=0	0.0	1.0	0.404	0.702	1.0	0.9996	0.0	0.0	0.24995
Apoptosis=0-Everolimus=0	0.0	1.0	0.4023	0.70115	1.0	0.9993	1.0E-4	0.0	0.2499375
p21_p27_T=0-ER_transcription_2=0	1.0	1.0	0.6648	0.8324	1.0	0.0	0.0	0.0	0.125
p21_p27_T=0-ER_transcription=0	1.0	1.0	0.6698	0.8349	0.0	0.0	0.0	0.0	0.0
p21_p27_T=0-Proliferation_3=0	1.0	1.0	0.4012	0.7006	1.0	0.9998	0.0	0.0	0.249975
p21_p27_T=0-Proliferation_4=0	1.0	1.0	0.4042	0.7021	1.0	0.9997	0.0	0.0	0.2499625
p21_p27_T=0-Proliferation_2=0	1.0	1.0	0.3999	0.69995	1.0	0.0	0.0	0.0	0.125
p21_p27_T=0-Proliferation=0	1.0	1.0	0.3981	0.69905	0.0	0.9997	1.0E-4	0.0	0.24995
p21_p27_T=0-cycD_CDK46_2=0	1.0	1.0	0.4021	0.70105	1.0	0.0	0.0	0.0	0.125
p21_p27_T=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9998	2.0E-4	0.0	0.250025
p21_p27_T=0-Apoptosis_2=0	1.0	0.0	0.399	0.54925	1.0	0.9997	0.0	0.0	0.2499625
p21_p27_T=0-Ipatasertib=0	1.0	1.0	0.4043	0.70215	1.0	1.0	2.0E-4	0.0	0.25005
p21_p27_T=0-cycE_CDK2_T=0	1.0	1.0	0.3989	0.69945	1.0	0.9998	0.0	0.0	0.249975
p21_p27_T=0-Palbociclib=0	1.0	1.0	0.4033	0.70165	1.0	0.9999	1.0E-4	0.0	0.2500125
p21_p27_T=0-Translation=0	1.0	1.0	0.4819	0.74095	1.0	0.9996	1.0E-4	0.0	0.249975
p21_p27_T=0-Fulvestrant=0	1.0	1.0	0.4043	0.70215	1.0	0.9994	1.0E-4	0.0	0.24995
p21_p27_T=0-cycD_CDK46=0	1.0	1.0	0.41	0.705	0.0	0.0	0.0	0.0	0.0
p21_p27_T=0-Trametinib=0	1.0	1.0	0.4014	0.7007	1.0	0.9997	0.0	0.0	0.2499625
p21_p27_T=0-Everolimus=0	1.0	1.0	0.4014	0.7007	1.0	0.9996	1.0E-4	0.0	0.249975
p21_p27_T=0-Apoptosis=0	0.0	1.0	0.4042	0.7021	1.0	0.9996	3.0E-4	0.0	0.250025
mTORC2_pm=0-ER_transcription_2=0	1.0	1.0	0.6705	0.83525	1.0	0.0	0.0	0.0	0.125
mTORC2_pm=0-ER_transcription=0	1.0	1.0	0.6768	0.8384	0.0	0.0	0.0	0.0	0.0
mTORC2_pm=0-Proliferation_3=0	1.0	1.0	0.4058	0.7029	1.0	0.9995	0.0	0.0	0.2499375
mTORC2_pm=0-Proliferation_4=0	1.0	1.0	0.4041	0.70205	1.0	0.9995	1.0E-4	0.0	0.2499625
mTORC2_pm=0-Proliferation_2=0	1.0	1.0	0.401	0.7005	1.0	0.0	0.0	0.0	0.125
mTORC2_pm=0-Proliferation=0	1.0	1.0	0.4022	0.7011	0.0	0.9997	3.0E-4	0.0	0.25
mTORC2_pm=0-cycD_CDK46_2=0	1.0	1.0	0.3982	0.6991	1.0	0.0	0.0	0.0	0.125
mTORC2_pm=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9994	3.0E-4	0.0	0.25
mTORC2_pm=0-Apoptosis_2=0	1.0	0.0	0.3953	0.546475	1.0	0.9997	0.0	0.0	0.2499625
mTORC2_pm=0-Ipatasertib=0	1.0	1.0	0.4106	0.7053	1.0	0.9994	0.0	0.0	0.249925
mTORC2_pm=0-cycE_CDK2_T=0	1.0	1.0	0.392	0.696	1.0	0.9999	0.0	0.0	0.2499875
mTORC2_pm=0-Palbociclib=0	1.0	1.0	0.4031	0.70155	1.0	0.9997	0.0	0.0	0.2499625
mTORC2_pm=0-Translation=0	1.0	1.0	0.4777	0.73885	1.0	0.9996	0.0	0.0	0.24995
mTORC2_pm=0-Fulvestrant=0	1.0	1.0	0.4013	0.70065	1.0	0.9992	1.0E-4	0.0	0.249925
mTORC2_pm=0-cycD_CDK46=0	1.0	1.0	0.3999	0.69995	0.0	0.0	0.0	0.0	0.0
mTORC2_pm=0-Trametinib=0	1.0	1.0	0.3992	0.6996	1.0	0.9998	0.0	0.0	0.249975
mTORC2_pm=0-Everolimus=0	1.0	1.0	0.4013	0.70065	1.0	0.9998	2.0E-4	0.0	0.250025
mTORC2_pm=0-Apoptosis=0	0.0	1.0	0.3971	0.69855	1.0	0.9995	1.0E-4	0.0	0.2499625
mTORC2_pm=0-p21_p27_T=0	1.0	1.0	0.3977	0.69885	1.0	0.9996	0.0	0.0	0.24995
Neratinib=0-ER_transcription_2=0	1.0	1.0	0.674	0.837	1.0	0.0	0.0	0.0	0.125
Neratinib=0-ER_transcription=0	1.0	1.0	0.6669	0.83345	0.0	0.0	0.0	0.0	0.0
Neratinib=0-Proliferation_3=0	1.0	1.0	0.4079	0.70395	1.0	0.9995	0.0	0.0	0.2499375
Neratinib=0-Proliferation_4=0	1.0	1.0	0.3989	0.69945	1.0	0.9997	0.0	0.0	0.2499625
Neratinib=0-Proliferation_2=0	1.0	1.0	0.4004	0.7002	1.0	0.0	1.0E-4	0.0	0.1250375
Neratinib=0-Proliferation=0	1.0	1.0	0.3957	0.69785	0.0	1.0	0.0	0.0	0.25
Neratinib=0-cycD_CDK46_2=0	1.0	1.0	0.4009	0.70045	1.0	0.0	0.0	0.0	0.125
Neratinib=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.9997	0.0	0.0	0.2499625
Neratinib=0-Apoptosis_2=0	1.0	0.0	0.3997	0.549775	1.0	0.9994	0.0	0.0	0.249925
Neratinib=0-Ipatasertib=0	1.0	1.0	0.401	0.7005	1.0	0.9991	1.0E-4	0.0	0.2499125
Neratinib=0-cycE_CDK2_T=0	1.0	1.0	0.3998	0.6999	1.0	0.9997	0.0	0.0	0.2499625
Neratinib=0-Palbociclib=0	1.0	1.0	0.4039	0.70195	1.0	0.9999	2.0E-4	0.0	0.2500375
Neratinib=0-Translation=0	1.0	1.0	0.4866	0.7433	1.0	0.9996	2.0E-4	0.0	0.25
Neratinib=0-Fulvestrant=0	1.0	1.0	0.3972	0.6986	1.0	0.9998	1.0E-4	0.0	0.25
Neratinib=0-cycD_CDK46=0	1.0	1.0	0.3996	0.6998	0.0	0.0	0.0	0.0	0.0
Neratinib=0-Trametinib=0	1.0	1.0	0.4	0.7	1.0	0.9996	1.0E-4	0.0	0.249975
Neratinib=0-Everolimus=0	1.0	1.0	0.4011	0.70055	1.0	0.9991	0.0	0.0	0.2498875
Neratinib=0-Apoptosis=0	0.0	1.0	0.4046	0.7023	1.0	0.9997	0.0	0.0	0.2499625
Neratinib=0-p21_p27_T=0	1.0	1.0	0.4026	0.7013	1.0	0.9991	1.0E-4	0.0	0.2499125
Neratinib=0-mTORC2_pm=0	1.0	1.0	0.3941	0.69705	1.0	0.9996	1.0E-4	0.0	0.249975
Alpelisib=0-ER_transcription_2=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-ER_transcription=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
Alpelisib=0-Proliferation_3=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
Alpelisib=0-Proliferation_4=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Proliferation_2=0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5
Alpelisib=0-Proliferation=0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.5
Alpelisib=0-cycD_CDK46_2=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Apoptosis_3=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Apoptosis_2=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Ipatasertib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-cycE_CDK2_T=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
Alpelisib=0-Palbociclib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Translation=0	0.3308	0.0	0.0	0.0827	1.0	1.0	0.0	0.0	0.25
Alpelisib=0-Fulvestrant=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-cycD_CDK46=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
Alpelisib=0-Trametinib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Everolimus=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Apoptosis=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-p21_p27_T=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-mTORC2_pm=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
Alpelisib=0-Neratinib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
cycE_CDK2=0-ER_transcription_2=0	1.0	1.0	0.6658	0.8329	1.0	0.0	0.0	0.0	0.125
cycE_CDK2=0-ER_transcription=0	1.0	1.0	0.6704	0.8352	0.0	0.0	0.0	0.0	0.0
cycE_CDK2=0-Proliferation_3=0	1.0	1.0	0.3997	0.69985	1.0	0.9997	0.0	0.0	0.2499625
