Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
PTEN=0	1.0	1.0	0.4008	0.7004	1.0	0.9994	1.0E-4	0.0	0.24995
PIM=0	1.0	1.0	0.4036	0.7018	1.0	0.9997	0.0	0.0	0.2499625
AKT=0	1.0	1.0	0.3904	0.6952	1.0	0.9997	1.0E-4	0.0	0.2499875
S6K=0	1.0	1.0	0.4656	0.7328	1.0	0.9996	0.0	0.0	0.24995
BIM=0	1.0	0.0	0.0	0.25	1.0	0.9999	1.0E-4	0.0	0.2500125
BAD=0	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
E2F=0	1.0	1.0	0.4053	0.70265	0.0	0.0	0.0	0.0	0.0
pRb=0	1.0	1.0	0.3978	0.6989	0.0	0.0	0.0	0.0	0.0
TSC=0	1.0	0.5145	0.0	0.378625	1.0	1.0	0.9996	0.0	0.4999
MYC=0	1.0	1.0	0.4065	0.70325	0.0	0.0	0.0	0.0	0.0
RAS=0	1.0	1.0	0.3952	0.6976	1.0	0.9996	0.0	0.0	0.24995
ER=0	1.0	1.0	0.6727	0.83635	2.0E-4	0.0	0.0	0.0	2.5E-5
ER_transcription_2=1	1.0	1.0	0.0367	0.51835	1.0	1.0	0.064	0.0	0.266
ER_transcription=1	1.0	1.0	0.3942	0.6971	1.0	0.9998	2.0E-4	0.0	0.250025
Proliferation_3=1	1.0	1.0	0.4103	0.70515	1.0	0.9997	1.0	0.0	0.5
Proliferation_4=1	1.0	1.0	0.3901	0.69505	1.0	0.9997	0.0	1.0	1.0
Proliferation_2=1	1.0	1.0	0.4055	0.70275	1.0	1.0	0.0	0.0	0.25
Proliferation=1	1.0	1.0	0.3997	0.69985	1.0	0.9999	0.0	0.0	0.2499875
cycD_CDK46_2=1	1.0	1.0	0.4084	0.7042	1.0	1.0	0.5872	0.0	0.3968
Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	0.9998	1.0E-4	0.0	0.25
Apoptosis_2=1	1.0	1.0	0.3993	0.69965	1.0	0.9996	0.0	0.0	0.24995
Ipatasertib=1	1.0	1.0	0.3974	0.6987	1.0	0.9999	0.0	0.0	0.2499875
cycE_CDK2_T=1	1.0	1.0	0.3996	0.6998	1.0	0.9998	0.0	0.0	0.249975
Palbociclib=1	1.0	1.0	0.4043	0.70215	0.0	0.0	0.0	0.0	0.0
Translation=1	1.0	0.5113	0.0	0.377825	1.0	1.0	0.9994	0.0	0.49985
Fulvestrant=1	1.0	1.0	0.6668	0.8334	2.0E-4	0.0	0.0	0.0	2.5E-5
cycD_CDK46=1	1.0	1.0	0.4081	0.70405	1.0	0.9992	0.0	0.0	0.2499
Trametinib=1	1.0	1.0	0.4062	0.7031	1.0	0.9998	0.0	0.0	0.249975
Everolimus=1	1.0	1.0	0.4633	0.73165	1.0	0.9999	1.0E-4	0.0	0.2500125
Apoptosis=1	1.0	1.0	0.3924	0.6962	1.0	0.9999	2.0E-4	0.0	0.2500375
p21_p27_T=1	1.0	1.0	0.4008	0.7004	1.0	0.9999	0.0	0.0	0.2499875
mTORC2_pm=1	1.0	1.0	0.3978	0.6989	1.0	0.9999	1.0E-4	0.0	0.2500125
Neratinib=1	1.0	1.0	0.3961	0.69805	1.0	0.9998	1.0E-4	0.0	0.25
Alpelisib=1	1.0	1.0	0.4061	0.70305	1.0	0.9995	1.0E-4	0.0	0.2499625
cycE_CDK2=1	1.0	1.0	0.4044	0.7022	1.0	1.0	0.9999	0.0	0.499975
cyclinD_2=1	1.0	1.0	0.4045	0.70225	1.0	1.0	0.4909	0.0	0.372725
HER2_3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
FOXO3_Ub=1	1.0	0.3282	0.0	0.33205	1.0	0.0	0.0	0.0	0.125
IGF1R_T=1	1.0	1.0	0.3957	0.69785	1.0	0.9995	0.0	0.0	0.2499375
IGF1R_2=1	1.0	1.0	0.4043	0.70215	1.0	0.9997	1.0E-4	0.0	0.2499875
p21_p27=1	1.0	1.0	0.4053	0.70265	1.0	0.9998	0.0	0.0	0.249975
cyclinD=1	1.0	1.0	0.4007	0.70035	1.0	0.9999	1.0E-4	0.0	0.2500125
PDK1_pm=1	1.0	1.0	0.402	0.701	1.0	0.9995	0.0	0.0	0.2499375
HER3_T=1	1.0	1.0	0.4042	0.7021	1.0	0.9998	0.0	0.0	0.249975
PIP3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
HER3_2=1	1.0	1.0	0.4074	0.7037	1.0	0.9995	0.0	0.0	0.2499375
SGK1_T=1	1.0	1.0	0.4038	0.7019	1.0	0.9996	0.0	0.0	0.24995
mTORC1=1	1.0	0.5064	0.0	0.3766	1.0	1.0	0.9997	1.0E-4	0.499975
mTORC2=1	1.0	1.0	0.3925	0.69625	1.0	0.9998	0.0	0.0	0.249975
ESR1_2=1	1.0	1.0	0.3376	0.6688	1.0	0.9998	1.0E-4	0.0	0.25
HER2_3=1	1.0	1.0	0.4141	0.70705	1.0	0.9996	1.0E-4	0.0	0.249975
MAPK_2=1	0.0	0.0	0.0	0.0	1.0	1.0	4.0E-4	0.0	0.2501
PRAS40=1	1.0	1.0	0.4059	0.70295	1.0	0.9996	0.0	0.0	0.24995
BCL2_T=1	1.0	1.0	0.0365	0.51825	1.0	0.9999	0.0	0.0	0.2499875
PI3K_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
BIM_T=1	1.0	1.0	0.4235	0.71175	1.0	0.9991	1.0E-4	0.0	0.2499125
MYC_2=1	1.0	1.0	0.3995	0.69975	1.0	1.0	0.1905	0.0	0.297625
CDK46=1	1.0	1.0	0.4002	0.7001	1.0	0.9995	1.0E-4	0.0	0.2499625
EIF4F=1	1.0	1.0	0.389	0.6945	1.0	1.0	3.0E-4	0.0	0.250075
FOXO3=1	1.0	1.0	0.3354	0.6677	1.0	0.9999	3.0E-4	0.0	0.2500625
KMT2D=1	1.0	1.0	0.3967	0.69835	1.0	0.9996	0.0	0.0	0.24995
E2F_3=1	1.0	1.0	0.3991	0.69955	1.0	1.0	1.0	0.0	0.5
E2F_2=1	1.0	1.0	0.3936	0.6968	1.0	1.0	1.0E-4	0.0	0.250025
pRb_3=1	1.0	1.0	0.3963	0.69815	1.0	1.0	1.0	0.0	0.5
pRb_2=1	1.0	1.0	0.4079	0.70395	1.0	1.0	0.0	0.0	0.25
RAS_3=1	1.0	1.0	0.4148	0.7074	1.0	0.9995	1.0E-4	0.0	0.2499625
RAS_2=1	1.0	1.0	0.4277	0.71385	1.0	0.9995	1.0E-4	0.0	0.2499625
IGF1R=1	1.0	1.0	0.3963	0.69815	1.0	0.9993	1.0E-4	0.0	0.2499375
FOXA1=1	1.0	1.0	0.3412	0.6706	1.0	0.9999	3.0E-4	0.0	0.2500625
HER3=1	1.0	1.0	0.4036	0.7018	1.0	1.0	1.0E-4	0.0	0.250025
HER2=1	1.0	0.9617	0.5237	0.755725	1.0	0.634	0.2725	0.0501	0.3032125
BCL2=1	1.0	1.0	0.0	0.5	1.0	0.9997	0.0	0.0	0.2499625
PBX1=1	1.0	1.0	0.4023	0.70115	1.0	1.0	0.0	0.0	0.25
ESR1=1	1.0	1.0	0.4049	0.70245	1.0	0.9999	0.0	0.0	0.2499875
MCL1=1	1.0	0.5105	0.0	0.377625	1.0	0.9994	0.0	0.0	0.249925
SGK1=1	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
PIP3=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
MAPK=1	1.0	0.0	0.0	0.25	1.0	0.9998	1.0E-4	0.0	0.25
PDK1=1	1.0	1.0	0.403	0.7015	1.0	0.9996	0.0	0.0	0.24995
PI3K=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
PTEN=1	1.0	1.0	0.3991	0.69955	1.0	0.9999	0.0	0.0	0.2499875
PIM=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
AKT=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
S6K=1	1.0	1.0	0.3955	0.69775	1.0	0.9997	1.0E-4	0.0	0.2499875
BIM=1	1.0	1.0	0.4389	0.71945	1.0	0.9993	0.0	0.0	0.2499125
BAD=1	1.0	1.0	0.4005	0.70025	1.0	0.9997	1.0E-4	0.0	0.2499875
E2F=1	1.0	1.0	0.3997	0.69985	1.0	1.0	0.0	0.0	0.25
pRb=1	1.0	1.0	0.397	0.6985	1.0	0.9995	0.0	0.0	0.2499375
TSC=1	1.0	1.0	0.4079	0.70395	1.0	1.0	0.0	0.0	0.25
MYC=1	1.0	1.0	0.3984	0.6992	1.0	0.9997	0.0	0.0	0.2499625
RAS=1	1.0	1.0	0.4068	0.7034	1.0	0.9999	0.0	0.0	0.2499875
ER=1	1.0	1.0	0.4109	0.70545	1.0	0.9995	0.0	0.0	0.2499375
